PurchaseOrderLineID,PurchaseOrderID,VariantID,ProductID,QuantityOrdered,QuantityReceived,POUnitCost,POLineCost
PO005573-15,PO005573,V00664,P0032,1,0,20.75,20.75
PO005573-16,PO005573,V00669,P0032,1,1,20.75,20.75
PO005573-17,PO005573,V00672,P0032,2,2,20.75,41.50
PO005574-1,PO005574,V00065,P0003,3,3,82.88,248.64
PO005574-2,PO005574,V00066,P0003,1,1,82.88,82.88
PO005574-3,PO005574,V00220,P0010,2,2,50.77,101.54
PO005574-4,PO005574,V00229,P0010,1,1,50.77,50.77
PO005574-5,PO005574,V00395,P0017,1,1,75.63,75.63
PO005574-6,PO005574,V00399,P0017,1,1,75.63,75.63
PO005574-7,PO005574,V00518,P0024,1,1,56.39,56.39
PO005574-8,PO005574,V00520,P0024,1,1,56.39,56.39
PO005574-9,PO005574,V00528,P0024,1,1,56.39,56.39
PO005574-10,PO005574,V00639,P0031,1,1,36.58,36.58
PO005574-11,PO005574,V00647,P0031,2,2,36.58,73.16
PO005574-12,PO005574,V00716,P0038,3,3,247.30,741.90
PO005574-13,PO005574,V00743,P0052,1,1,50.46,50.46
PO005574-14,PO005574,V00744,P0052,2,2,50.46,100.92
PO005575-1,PO005575,V00052,P0003,2,2,82.88,165.76
PO005575-2,PO005575,V00053,P0003,1,1,82.88,82.88
PO005575-3,PO005575,V00063,P0003,1,1,82.88,82.88
PO005575-4,PO005575,V00064,P0003,2,2,82.88,165.76
PO005575-5,PO005575,V00066,P0003,1,1,82.88,82.88
PO005575-6,PO005575,V00067,P0003,1,1,82.88,82.88
PO005575-7,PO005575,V00068,P0003,1,1,82.88,82.88
PO005575-8,PO005575,V00221,P0010,2,2,50.77,101.54
PO005575-9,PO005575,V00233,P0010,1,1,50.77,50.77
PO005575-10,PO005575,V00234,P0010,2,2,50.77,101.54
PO005575-11,PO005575,V00390,P0017,1,1,75.63,75.63
PO005575-12,PO005575,V00400,P0017,1,1,75.63,75.63
PO005575-13,PO005575,V00401,P0017,1,1,75.63,75.63
PO005575-14,PO005575,V00512,P0024,1,1,56.39,56.39
PO005575-15,PO005575,V00515,P0024,1,1,56.39,56.39
PO005575-16,PO005575,V00517,P0024,1,1,56.39,56.39
PO005575-17,PO005575,V00519,P0024,1,1,56.39,56.39
PO005575-18,PO005575,V00520,P0024,1,1,56.39,56.39
PO005575-19,PO005575,V00521,P0024,1,1,56.39,56.39
PO005575-20,PO005575,V00524,P0024,1,1,56.39,56.39
PO005575-21,PO005575,V00525,P0024,1,1,56.39,56.39
PO005575-22,PO005575,V00639,P0031,1,1,36.58,36.58
PO005575-23,PO005575,V00640,P0031,1,1,36.58,36.58
PO005575-24,PO005575,V00641,P0031,1,1,36.58,36.58
PO005575-25,PO005575,V00653,P0031,2,2,36.58,73.16
PO005575-26,PO005575,V00715,P0038,3,3,247.30,741.90
PO005575-27,PO005575,V00716,P0038,4,4,247.30,989.20
PO005575-28,PO005575,V00729,P0045,6,6,37.23,223.38
PO005575-29,PO005575,V00730,P0045,6,6,37.23,223.38
PO005575-30,PO005575,V00743,P0052,1,1,50.46,50.46
PO005575-31,PO005575,V00744,P0052,7,7,50.46,353.22
PO005576-1,PO005576,V00030,P0002,2,2,78.05,156.10
PO005576-2,PO005576,V00043,P0002,1,1,78.05,78.05
PO005576-3,PO005576,V00193,P0009,3,3,50.35,151.05
PO005576-4,PO005576,V00197,P0009,1,0,50.35,50.35
PO005576-5,PO005576,V00200,P0009,1,1,50.35,50.35
PO005576-6,PO005576,V00216,P0009,2,2,50.35,100.70
PO005576-7,PO005576,V00362,P0016,1,1,84.90,84.90
PO005576-8,PO005576,V00364,P0016,1,1,84.90,84.90
PO005576-9,PO005576,V00366,P0016,1,1,84.90,84.90
PO005576-10,PO005576,V00368,P0016,1,1,84.90,84.90
PO005576-11,PO005576,V00374,P0016,1,1,84.90,84.90
PO005576-12,PO005576,V00376,P0016,1,1,84.90,84.90
PO005576-13,PO005576,V00378,P0016,1,1,84.90,84.90
PO005576-14,PO005576,V00495,P0023,1,1,63.21,63.21
PO005576-15,PO005576,V00496,P0023,1,1,63.21,63.21
PO005576-16,PO005576,V00507,P0023,2,2,63.21,126.42
PO005576-17,PO005576,V00508,P0023,1,1,63.21,63.21
PO005576-18,PO005576,V00621,P0030,2,2,54.14,108.28
PO005576-19,PO005576,V00626,P0030,1,1,54.14,54.14
PO005576-20,PO005576,V00627,P0030,1,1,54.14,54.14
PO005576-21,PO005576,V00634,P0030,1,1,54.14,54.14
PO005576-22,PO005576,V00714,P0037,2,2,116.94,233.88
PO005576-23,PO005576,V00727,P0044,4,4,59.10,236.40
PO005576-24,PO005576,V00728,P0044,1,1,59.10,59.10
PO005576-25,PO005576,V00741,P0051,4,4,32.91,131.64
PO005576-26,PO005576,V00742,P0051,2,2,32.91,65.82
PO005577-1,PO005577,V00007,P0001,1,1,134.10,134.10
PO005577-2,PO005577,V00183,P0008,1,1,68.74,68.74
PO005577-3,PO005577,V00339,P0015,4,4,100.86,403.44
PO005577-4,PO005577,V00347,P0015,2,2,100.86,201.72
PO005577-5,PO005577,V00351,P0015,1,1,100.86,100.86
PO005577-6,PO005577,V00352,P0015,1,1,100.86,100.86
PO005577-7,PO005577,V00478,P0022,1,0,190.43,190.43
PO005577-8,PO005577,V00485,P0022,1,1,190.43,190.43
PO005577-9,PO005577,V00486,P0022,1,0,190.43,190.43
PO005577-10,PO005577,V00487,P0022,1,1,190.43,190.43
PO005577-11,PO005577,V00490,P0022,1,0,190.43,190.43
PO005577-12,PO005577,V00610,P0029,3,2,71.10,213.30
PO005577-13,PO005577,V00611,P0029,1,1,71.10,71.10
PO005577-14,PO005577,V00616,P0029,1,1,71.10,71.10
PO005577-15,PO005577,V00711,P0036,2,1,73.91,147.82
PO005577-16,PO005577,V00725,P0043,3,3,72.19,216.57
PO005577-17,PO005577,V00726,P0043,3,3,72.19,216.57
PO005577-18,PO005577,V00740,P0050,3,3,110.91,332.73
PO005578-1,PO005578,V00093,P0004,1,1,120.59,120.59
PO005578-2,PO005578,V00255,P0011,1,1,68.58,68.58
PO005578-3,PO005578,V00259,P0011,1,1,68.58,68.58
PO005578-4,PO005578,V00406,P0018,1,1,80.86,80.86
PO005578-5,PO005578,V00409,P0018,2,2,80.86,161.72
PO005578-6,PO005578,V00416,P0018,2,2,80.86,161.72
PO005578-7,PO005578,V00532,P0025,1,1,40.18,40.18
PO005578-8,PO005578,V00655,P0032,1,1,20.75,20.75
PO005578-9,PO005578,V00668,P0032,1,1,20.75,20.75
PO005578-10,PO005578,V00718,P0039,5,5,93.62,468.10
PO005578-11,PO005578,V00731,P0046,2,2,51.90,103.80
PO005578-12,PO005578,V00732,P0046,1,1,51.90,51.90
PO005579-1,PO005579,V00092,P0004,1,1,120.59,120.59
PO005579-2,PO005579,V00256,P0011,1,1,68.58,68.58
PO005579-3,PO005579,V00407,P0018,2,2,80.86,161.72
PO005579-4,PO005579,V00538,P0025,2,2,40.18,80.36
PO005579-5,PO005579,V00540,P0025,2,2,40.18,80.36
PO005579-6,PO005579,V00657,P0032,1,1,20.75,20.75
PO005579-7,PO005579,V00668,P0032,1,0,20.75,20.75
PO005579-8,PO005579,V00670,P0032,2,2,20.75,41.50
PO005579-9,PO005579,V00717,P0039,2,2,93.62,187.24
PO005580-1,PO005580,V00150,P0007,1,1,50.66,50.66
PO005580-2,PO005580,V00163,P0007,1,1,50.66,50.66
PO005580-3,PO005580,V00317,P0014,1,1,76.85,76.85
PO005580-4,PO005580,V00333,P0014,1,1,76.85,76.85
PO005580-5,PO005580,V00464,P0021,1,1,129.34,129.34
PO005580-6,PO005580,V00583,P0028,1,1,43.73,43.73
PO005580-7,PO005580,V00586,P0028,1,1,43.73,43.73
PO005580-8,PO005580,V00590,P0028,1,1,43.73,43.73
PO005580-9,PO005580,V00595,P0028,2,2,43.73,87.46
PO005580-10,PO005580,V00598,P0028,1,1,43.73,43.73
PO005580-11,PO005580,V00600,P0028,1,1,43.73,43.73
PO005580-12,PO005580,V00710,P0035,1,1,82.32,82.32
PO005580-13,PO005580,V00737,P0049,3,3,24.49,73.47
PO005581-1,PO005581,V00129,P0006,1,1,72.02,72.02
PO005581-2,PO005581,V00130,P0006,1,1,72.02,72.02
PO005581-3,PO005581,V00139,P0006,1,1,72.02,72.02
PO005581-4,PO005581,V00142,P0006,3,3,72.02,216.06
PO005581-5,PO005581,V00295,P0013,1,1,77.03,77.03
PO005581-6,PO005581,V00296,P0013,1,1,77.03,77.03
PO005581-7,PO005581,V00305,P0013,1,1,77.03,77.03
PO005581-8,PO005581,V00308,P0013,1,1,77.03,77.03
PO005581-9,PO005581,V00567,P0027,1,1,42.30,42.30
PO005581-10,PO005581,V00576,P0027,2,2,42.30,84.60
PO005581-11,PO005581,V00580,P0027,1,1,42.30,42.30
PO005581-12,PO005581,V00694,P0034,1,1,30.69,30.69
PO005581-13,PO005581,V00700,P0034,2,2,30.69,61.38
PO005581-14,PO005581,V00721,P0041,3,3,104.23,312.69
PO005582-1,PO005582,V00003,P0001,1,0,134.10,134.10
PO005582-2,PO005582,V00004,P0001,1,0,134.10,134.10
PO005582-3,PO005582,V00010,P0001,1,0,134.10,134.10
PO005582-4,PO005582,V00339,P0015,1,0,100.86,100.86
PO005582-5,PO005582,V00346,P0015,1,0,100.86,100.86
PO005582-6,PO005582,V00353,P0015,1,0,100.86,100.86
PO005582-7,PO005582,V00355,P0015,1,0,100.86,100.86
PO005582-8,PO005582,V00357,P0015,1,0,100.86,100.86
PO005582-9,PO005582,V00359,P0015,1,0,100.86,100.86
PO005582-10,PO005582,V00476,P0022,2,0,190.43,380.86
PO005582-11,PO005582,V00477,P0022,1,0,190.43,190.43
PO005582-12,PO005582,V00483,P0022,2,0,190.43,380.86
PO005582-13,PO005582,V00484,P0022,1,0,190.43,190.43
PO005582-14,PO005582,V00488,P0022,1,0,190.43,190.43
PO005582-15,PO005582,V00491,P0022,1,0,190.43,190.43
PO005582-16,PO005582,V00614,P0029,1,0,71.10,71.10
PO005582-17,PO005582,V00615,P0029,1,0,71.10,71.10
PO005582-18,PO005582,V00618,P0029,2,0,71.10,142.20
PO005583-1,PO005583,V00012,P0001,1,1,134.10,134.10
PO005583-2,PO005583,V00022,P0001,1,1,134.10,134.10
PO005583-3,PO005583,V00170,P0008,1,1,68.74,68.74
PO005583-4,PO005583,V00175,P0008,2,1,68.74,137.48
PO005583-5,PO005583,V00183,P0008,1,1,68.74,68.74
PO005583-6,PO005583,V00347,P0015,1,1,100.86,100.86
PO005583-7,PO005583,V00353,P0015,2,2,100.86,201.72
PO005583-8,PO005583,V00357,P0015,1,0,100.86,100.86
PO005583-9,PO005583,V00483,P0022,1,0,190.43,190.43
PO005583-10,PO005583,V00484,P0022,2,2,190.43,380.86
PO005583-11,PO005583,V00492,P0022,1,1,190.43,190.43
PO005583-12,PO005583,V00712,P0036,3,3,73.91,221.73
PO005583-13,PO005583,V00739,P0050,1,1,110.91,110.91
PO005584-1,PO005584,V00145,P0007,1,1,50.66,50.66
PO005584-2,PO005584,V00149,P0007,1,1,50.66,50.66
PO005584-3,PO005584,V00151,P0007,1,1,50.66,50.66
PO005584-4,PO005584,V00315,P0014,1,0,76.85,76.85
PO005584-5,PO005584,V00322,P0014,1,1,76.85,76.85
PO005584-6,PO005584,V00329,P0014,1,1,76.85,76.85
PO005584-7,PO005584,V00472,P0021,1,1,129.34,129.34
PO005584-8,PO005584,V00592,P0028,1,1,43.73,43.73
PO005584-9,PO005584,V00593,P0028,1,1,43.73,43.73
PO005584-10,PO005584,V00600,P0028,1,1,43.73,43.73
PO005584-11,PO005584,V00723,P0042,2,2,142.14,284.28
PO005585-1,PO005585,V00029,P0002,1,0,78.05,78.05
PO005585-2,PO005585,V00032,P0002,1,1,78.05,78.05
PO005585-3,PO005585,V00196,P0009,1,1,50.35,50.35
PO005585-4,PO005585,V00197,P0009,1,1,50.35,50.35
PO005585-5,PO005585,V00207,P0009,1,1,50.35,50.35
PO005585-6,PO005585,V00493,P0023,2,2,63.21,126.42
PO005585-7,PO005585,V00632,P0030,1,1,54.14,54.14
PO005585-8,PO005585,V00713,P0037,3,3,116.94,350.82
PO005585-9,PO005585,V00742,P0051,2,2,32.91,65.82
PO005586-1,PO005586,V00152,P0007,1,1,50.66,50.66
PO005586-2,PO005586,V00167,P0007,1,0,50.66,50.66
PO005586-3,PO005586,V00168,P0007,1,1,50.66,50.66
PO005586-4,PO005586,V00472,P0021,1,1,129.34,129.34
PO005586-5,PO005586,V00593,P0028,2,2,43.73,87.46
PO005586-6,PO005586,V00599,P0028,1,1,43.73,43.73
PO005586-7,PO005586,V00710,P0035,6,6,82.32,493.92
PO005586-8,PO005586,V00724,P0042,2,2,142.14,284.28
PO005586-9,PO005586,V00738,P0049,4,4,24.49,97.96
PO005587-1,PO005587,V00050,P0003,2,2,82.88,165.76
PO005587-2,PO005587,V00051,P0003,1,1,82.88,82.88
PO005587-3,PO005587,V00052,P0003,2,2,82.88,165.76
PO005587-4,PO005587,V00053,P0003,2,2,82.88,165.76
PO005587-5,PO005587,V00054,P0003,1,1,82.88,82.88
PO005587-6,PO005587,V00056,P0003,1,1,82.88,82.88
PO005587-7,PO005587,V00063,P0003,1,1,82.88,82.88
PO005587-8,PO005587,V00064,P0003,3,3,82.88,248.64
PO005587-9,PO005587,V00067,P0003,1,1,82.88,82.88
PO005587-10,PO005587,V00068,P0003,1,1,82.88,82.88
PO005587-11,PO005587,V00069,P0003,1,1,82.88,82.88
PO005587-12,PO005587,V00072,P0003,1,1,82.88,82.88
PO005587-13,PO005587,V00222,P0010,1,0,50.77,50.77
PO005587-14,PO005587,V00231,P0010,1,1,50.77,50.77
PO005587-15,PO005587,V00233,P0010,1,1,50.77,50.77
PO005587-16,PO005587,V00391,P0017,1,1,75.63,75.63
PO005587-17,PO005587,V00392,P0017,1,1,75.63,75.63
PO005587-18,PO005587,V00395,P0017,1,1,75.63,75.63
PO005587-19,PO005587,V00398,P0017,1,1,75.63,75.63
PO005587-20,PO005587,V00400,P0017,1,1,75.63,75.63
PO005587-21,PO005587,V00514,P0024,1,1,56.39,56.39
PO005587-22,PO005587,V00525,P0024,1,1,56.39,56.39
PO005587-23,PO005587,V00638,P0031,1,1,36.58,36.58
PO005587-24,PO005587,V00639,P0031,1,1,36.58,36.58
PO005587-25,PO005587,V00643,P0031,1,1,36.58,36.58
PO005587-26,PO005587,V00646,P0031,1,1,36.58,36.58
PO005587-27,PO005587,V00716,P0038,7,7,247.30,1731.10
PO005587-28,PO005587,V00729,P0045,4,4,37.23,148.92
PO005587-29,PO005587,V00730,P0045,6,6,37.23,223.38
PO005587-30,PO005587,V00743,P0052,3,3,50.46,151.38
PO005588-1,PO005588,V00134,P0006,1,1,72.02,72.02
PO005588-2,PO005588,V00139,P0006,1,1,72.02,72.02
PO005588-3,PO005588,V00302,P0013,3,3,77.03,231.09
PO005588-4,PO005588,V00439,P0020,2,2,217.91,435.82
PO005588-5,PO005588,V00441,P0020,1,1,217.91,217.91
PO005588-6,PO005588,V00444,P0020,2,2,217.91,435.82
PO005588-7,PO005588,V00449,P0020,1,1,217.91,217.91
PO005588-8,PO005588,V00573,P0027,1,1,42.30,42.30
PO005588-9,PO005588,V00694,P0034,1,1,30.69,30.69
PO005588-10,PO005588,V00700,P0034,1,1,30.69,30.69
PO005588-11,PO005588,V00722,P0041,2,2,104.23,208.46
PO005589-1,PO005589,V00018,P0001,1,0,134.10,134.10
PO005589-2,PO005589,V00024,P0001,1,0,134.10,134.10
PO005589-3,PO005589,V00185,P0008,1,0,68.74,68.74
PO005589-4,PO005589,V00189,P0008,1,0,68.74,68.74
PO005589-5,PO005589,V00339,P0015,1,0,100.86,100.86
PO005589-6,PO005589,V00342,P0015,1,0,100.86,100.86
PO005589-7,PO005589,V00349,P0015,2,0,100.86,201.72
PO005589-8,PO005589,V00483,P0022,1,0,190.43,190.43
PO005589-9,PO005589,V00487,P0022,1,0,190.43,190.43
PO005589-10,PO005589,V00609,P0029,1,0,71.10,71.10
PO005589-11,PO005589,V00615,P0029,1,0,71.10,71.10
PO005589-12,PO005589,V00618,P0029,2,0,71.10,142.20
PO005590-1,PO005590,V00001,P0001,1,0,134.10,134.10
PO005590-2,PO005590,V00003,P0001,1,0,134.10,134.10
PO005590-3,PO005590,V00016,P0001,2,0,134.10,268.20
PO005590-4,PO005590,V00175,P0008,1,0,68.74,68.74
PO005590-5,PO005590,V00188,P0008,1,0,68.74,68.74
PO005590-6,PO005590,V00190,P0008,1,0,68.74,68.74
PO005590-7,PO005590,V00343,P0015,2,0,100.86,201.72
PO005590-8,PO005590,V00351,P0015,1,0,100.86,100.86
PO005590-9,PO005590,V00355,P0015,1,0,100.86,100.86
PO005590-10,PO005590,V00477,P0022,1,0,190.43,190.43
PO005590-11,PO005590,V00606,P0029,1,0,71.10,71.10
PO005590-12,PO005590,V00616,P0029,1,0,71.10,71.10
PO005590-13,PO005590,V00711,P0036,2,0,73.91,147.82
PO005590-14,PO005590,V00726,P0043,5,0,72.19,360.95
PO005590-15,PO005590,V00739,P0050,6,0,110.91,665.46
PO005591-1,PO005591,V00159,P0007,1,1,50.66,50.66
PO005591-2,PO005591,V00162,P0007,1,0,50.66,50.66
PO005591-3,PO005591,V00167,P0007,1,1,50.66,50.66
PO005591-4,PO005591,V00322,P0014,1,1,76.85,76.85
PO005591-5,PO005591,V00323,P0014,1,1,76.85,76.85
PO005591-6,PO005591,V00330,P0014,1,0,76.85,76.85
PO005591-7,PO005591,V00336,P0014,1,1,76.85,76.85
PO005591-8,PO005591,V00466,P0021,1,1,129.34,129.34
PO005591-9,PO005591,V00470,P0021,1,1,129.34,129.34
PO005591-10,PO005591,V00585,P0028,1,1,43.73,43.73
PO005591-11,PO005591,V00587,P0028,1,1,43.73,43.73
PO005591-12,PO005591,V00589,P0028,2,2,43.73,87.46
PO005591-13,PO005591,V00709,P0035,2,2,82.32,164.64
PO005591-14,PO005591,V00737,P0049,3,3,24.49,73.47
PO005592-1,PO005592,V00050,P0003,1,1,82.88,82.88
PO005592-2,PO005592,V00220,P0010,1,1,50.77,50.77
PO005592-3,PO005592,V00227,P0010,2,2,50.77,101.54
PO005592-4,PO005592,V00228,P0010,1,1,50.77,50.77
PO005592-5,PO005592,V00512,P0024,1,1,56.39,56.39
PO005592-6,PO005592,V00519,P0024,1,1,56.39,56.39
PO005592-7,PO005592,V00520,P0024,1,1,56.39,56.39
PO005592-8,PO005592,V00642,P0031,1,1,36.58,36.58
PO005592-9,PO005592,V00743,P0052,3,3,50.46,151.38
PO005593-1,PO005593,V00098,P0005,1,1,57.40,57.40
PO005593-2,PO005593,V00099,P0005,1,1,57.40,57.40
PO005593-3,PO005593,V00101,P0005,1,1,57.40,57.40
PO005593-4,PO005593,V00114,P0005,1,1,57.40,57.40
PO005593-5,PO005593,V00277,P0012,1,1,49.13,49.13
PO005593-6,PO005593,V00279,P0012,2,2,49.13,98.26
PO005593-7,PO005593,V00423,P0019,1,1,113.30,113.30
PO005593-8,PO005593,V00437,P0019,1,1,113.30,113.30
PO005593-9,PO005593,V00548,P0026,1,1,23.28,23.28
PO005593-10,PO005593,V00551,P0026,1,1,23.28,23.28
PO005593-11,PO005593,V00552,P0026,1,1,23.28,23.28
PO005593-12,PO005593,V00685,P0033,1,1,19.62,19.62
PO005593-13,PO005593,V00687,P0033,2,2,19.62,39.24
PO005594-1,PO005594,V00080,P0004,1,0,120.59,120.59
PO005594-2,PO005594,V00086,P0004,1,0,120.59,120.59
PO005594-3,PO005594,V00091,P0004,1,0,120.59,120.59
PO005594-4,PO005594,V00092,P0004,1,0,120.59,120.59
PO005594-5,PO005594,V00244,P0011,1,0,68.58,68.58
PO005594-6,PO005594,V00245,P0011,1,0,68.58,68.58
PO005594-7,PO005594,V00246,P0011,1,0,68.58,68.58
PO005594-8,PO005594,V00253,P0011,1,0,68.58,68.58
PO005594-9,PO005594,V00262,P0011,1,0,68.58,68.58
PO005594-10,PO005594,V00403,P0018,1,0,80.86,80.86
PO005594-11,PO005594,V00416,P0018,1,0,80.86,80.86
PO005594-12,PO005594,V00417,P0018,1,0,80.86,80.86
PO005594-13,PO005594,V00419,P0018,2,0,80.86,161.72
PO005594-14,PO005594,V00532,P0025,1,0,40.18,40.18
PO005594-15,PO005594,V00663,P0032,1,0,20.75,20.75
PO005594-16,PO005594,V00665,P0032,1,0,20.75,20.75
PO005594-17,PO005594,V00672,P0032,1,0,20.75,20.75
PO005594-18,PO005594,V00718,P0039,3,0,93.62,280.86
PO005594-19,PO005594,V00732,P0046,4,0,51.90,207.60
PO005595-1,PO005595,V00121,P0006,1,1,72.02,72.02
PO005595-2,PO005595,V00125,P0006,1,1,72.02,72.02
PO005595-3,PO005595,V00129,P0006,1,1,72.02,72.02
PO005595-4,PO005595,V00134,P0006,2,2,72.02,144.04
PO005595-5,PO005595,V00137,P0006,1,1,72.02,72.02
PO005595-6,PO005595,V00139,P0006,1,1,72.02,72.02
PO005595-7,PO005595,V00144,P0006,2,2,72.02,144.04
PO005595-8,PO005595,V00293,P0013,2,2,77.03,154.06
PO005595-9,PO005595,V00295,P0013,1,1,77.03,77.03
PO005595-10,PO005595,V00297,P0013,2,2,77.03,154.06
PO005595-11,PO005595,V00298,P0013,1,0,77.03,77.03
PO005595-12,PO005595,V00442,P0020,1,1,217.91,217.91
PO005595-13,PO005595,V00454,P0020,1,1,217.91,217.91
PO005595-14,PO005595,V00566,P0027,2,2,42.30,84.60
PO005595-15,PO005595,V00572,P0027,1,1,42.30,42.30
PO005595-16,PO005595,V00573,P0027,1,1,42.30,42.30
PO005595-17,PO005595,V00574,P0027,1,1,42.30,42.30
PO005595-18,PO005595,V00694,P0034,1,1,30.69,30.69
PO005595-19,PO005595,V00721,P0041,9,7,104.23,938.07
PO005595-20,PO005595,V00722,P0041,3,3,104.23,312.69
PO005596-1,PO005596,V00026,P0002,1,1,78.05,78.05
PO005596-2,PO005596,V00034,P0002,1,1,78.05,78.05
PO005596-3,PO005596,V00193,P0009,2,2,50.35,100.70
PO005596-4,PO005596,V00206,P0009,1,0,50.35,50.35
PO005596-5,PO005596,V00208,P0009,1,1,50.35,50.35
PO005596-6,PO005596,V00212,P0009,1,1,50.35,50.35
PO005596-7,PO005596,V00366,P0016,1,1,84.90,84.90
PO005596-8,PO005596,V00369,P0016,1,1,84.90,84.90
PO005596-9,PO005596,V00375,P0016,2,2,84.90,169.80
PO005596-10,PO005596,V00377,P0016,1,1,84.90,84.90
PO005596-11,PO005596,V00380,P0016,1,1,84.90,84.90
PO005596-12,PO005596,V00503,P0023,1,1,63.21,63.21
PO005596-13,PO005596,V00509,P0023,1,0,63.21,63.21
PO005596-14,PO005596,V00627,P0030,2,2,54.14,108.28
PO005596-15,PO005596,V00628,P0030,3,3,54.14,162.42
PO005596-16,PO005596,V00713,P0037,3,3,116.94,350.82
PO005596-17,PO005596,V00714,P0037,2,2,116.94,233.88
PO005596-18,PO005596,V00728,P0044,6,6,59.10,354.60
PO005597-1,PO005597,V00115,P0005,1,1,57.40,57.40
PO005597-2,PO005597,V00274,P0012,1,1,49.13,49.13
PO005597-3,PO005597,V00282,P0012,1,1,49.13,49.13
PO005597-4,PO005597,V00428,P0019,1,1,113.30,113.30
PO005597-5,PO005597,V00550,P0026,1,1,23.28,23.28
PO005597-6,PO005597,V00556,P0026,1,1,23.28,23.28
PO005597-7,PO005597,V00682,P0033,2,2,19.62,39.24
PO005597-8,PO005597,V00720,P0040,3,3,175.80,527.40
PO005598-1,PO005598,V00150,P0007,1,1,50.66,50.66
PO005598-2,PO005598,V00152,P0007,1,1,50.66,50.66
PO005598-3,PO005598,V00323,P0014,1,1,76.85,76.85
PO005598-4,PO005598,V00324,P0014,2,2,76.85,153.70
PO005598-5,PO005598,V00329,P0014,1,1,76.85,76.85
PO005598-6,PO005598,V00330,P0014,1,1,76.85,76.85
PO005598-7,PO005598,V00331,P0014,1,1,76.85,76.85
PO005598-8,PO005598,V00464,P0021,2,2,129.34,258.68
PO005598-9,PO005598,V00469,P0021,1,1,129.34,129.34
PO005598-10,PO005598,V00470,P0021,1,1,129.34,129.34
PO005598-11,PO005598,V00473,P0021,1,1,129.34,129.34
PO005598-12,PO005598,V00474,P0021,2,2,129.34,258.68
PO005598-13,PO005598,V00585,P0028,2,2,43.73,87.46
PO005598-14,PO005598,V00593,P0028,1,1,43.73,43.73
PO005598-15,PO005598,V00598,P0028,1,1,43.73,43.73
PO005598-16,PO005598,V00723,P0042,2,2,142.14,284.28
PO005598-17,PO005598,V00737,P0049,4,4,24.49,97.96
PO005599-1,PO005599,V00125,P0006,1,1,72.02,72.02
PO005599-2,PO005599,V00130,P0006,1,1,72.02,72.02
PO005599-3,PO005599,V00289,P0013,1,0,77.03,77.03
PO005599-4,PO005599,V00292,P0013,2,2,77.03,154.06
PO005599-5,PO005599,V00297,P0013,1,1,77.03,77.03
PO005599-6,PO005599,V00449,P0020,2,2,217.91,435.82
PO005599-7,PO005599,V00566,P0027,1,1,42.30,42.30
PO005599-8,PO005599,V00568,P0027,1,1,42.30,42.30
PO005599-9,PO005599,V00570,P0027,1,1,42.30,42.30
PO005599-10,PO005599,V00577,P0027,1,1,42.30,42.30
PO005599-11,PO005599,V00579,P0027,2,2,42.30,84.60
PO005599-12,PO005599,V00691,P0034,1,0,30.69,30.69
PO005599-13,PO005599,V00698,P0034,1,1,30.69,30.69
PO005599-14,PO005599,V00722,P0041,1,1,104.23,104.23
PO005600-1,PO005600,V00057,P0003,1,1,82.88,82.88
PO005600-2,PO005600,V00062,P0003,1,1,82.88,82.88
PO005600-3,PO005600,V00217,P0010,1,1,50.77,50.77
PO005600-4,PO005600,V00228,P0010,2,2,50.77,101.54
PO005600-5,PO005600,V00233,P0010,1,1,50.77,50.77
PO005600-6,PO005600,V00240,P0010,1,1,50.77,50.77
PO005600-7,PO005600,V00386,P0017,1,1,75.63,75.63
PO005600-8,PO005600,V00394,P0017,1,1,75.63,75.63
PO005600-9,PO005600,V00397,P0017,1,1,75.63,75.63
PO005600-10,PO005600,V00399,P0017,1,1,75.63,75.63
PO005600-11,PO005600,V00646,P0031,1,0,36.58,36.58
PO005600-12,PO005600,V00654,P0031,1,0,36.58,36.58
PO005600-13,PO005600,V00729,P0045,2,2,37.23,74.46
PO005600-14,PO005600,V00730,P0045,3,3,37.23,111.69
PO005600-15,PO005600,V00743,P0052,2,2,50.46,100.92
PO005601-1,PO005601,V00042,P0002,1,1,78.05,78.05
PO005601-2,PO005601,V00197,P0009,1,1,50.35,50.35
PO005601-3,PO005601,V00365,P0016,1,1,84.90,84.90
PO005601-4,PO005601,V00367,P0016,1,1,84.90,84.90
PO005601-5,PO005601,V00377,P0016,1,1,84.90,84.90
PO005601-6,PO005601,V00384,P0016,1,1,84.90,84.90
PO005601-7,PO005601,V00495,P0023,1,1,63.21,63.21
PO005601-8,PO005601,V00499,P0023,1,1,63.21,63.21
PO005601-9,PO005601,V00500,P0023,2,2,63.21,126.42
PO005601-10,PO005601,V00507,P0023,1,1,63.21,63.21
PO005601-11,PO005601,V00620,P0030,1,0,54.14,54.14
PO005601-12,PO005601,V00623,P0030,1,1,54.14,54.14
PO005601-13,PO005601,V00631,P0030,1,1,54.14,54.14
PO005601-14,PO005601,V00713,P0037,2,2,116.94,233.88
PO005602-1,PO005602,V00108,P0005,1,1,57.40,57.40
PO005602-2,PO005602,V00111,P0005,2,2,57.40,114.80
PO005602-3,PO005602,V00113,P0005,1,1,57.40,57.40
PO005602-4,PO005602,V00115,P0005,1,1,57.40,57.40
PO005602-5,PO005602,V00119,P0005,1,1,57.40,57.40
PO005602-6,PO005602,V00268,P0012,1,1,49.13,49.13
