PurchaseOrderID,SupplierID,StoreID,PurchaseOrderDate,ExpectedDeliveryDate,DeliveredDate,POStatus,POTotalCost
PO004387,SUP04,ST016,2026-03-03,2026-04-27,2026-05-12,Partially received,1562.08
PO004388,SUP01,ST017,2026-03-03,2026-04-14,2026-04-14,Received,805.52
PO004389,SUP07,ST017,2026-03-03,2026-04-11,2026-04-11,Partially received,1020.19
PO004390,SUP01,ST018,2026-03-03,2026-04-14,2026-04-18,Received,1050.34
PO004391,SUP03,ST001,2026-03-04,2026-03-20,2026-03-20,Received,1113.00
PO004392,SUP05,ST003,2026-03-04,2026-04-07,2026-04-07,Received,553.30
PO004393,SUP04,ST005,2026-03-04,2026-04-28,2026-04-28,Partially received,1256.24
PO004394,SUP04,ST006,2026-03-04,2026-04-28,2026-05-06,Partially received,1719.49
PO004395,SUP01,ST007,2026-03-04,2026-04-15,2026-04-15,Partially received,787.50
PO004396,SUP03,ST007,2026-03-04,2026-03-20,2026-03-20,Received,1330.65
PO004397,SUP02,ST008,2026-03-04,2026-04-01,2026-04-01,Partially received,647.00
PO004398,SUP06,ST009,2026-03-04,2026-04-21,2026-04-30,Received,820.21
PO004399,SUP05,ST011,2026-03-04,2026-04-07,2026-04-07,Partially received,1964.59
PO004400,SUP07,ST012,2026-03-04,2026-04-12,2026-04-22,Received,884.49
PO004401,SUP02,ST013,2026-03-04,2026-04-01,2026-04-01,Received,894.75
PO004402,SUP01,ST016,2026-03-04,2026-04-15,2026-04-15,Partially received,1033.52
PO004403,SUP05,ST018,2026-03-04,2026-04-07,2026-04-07,Received,1140.71
PO004404,SUP03,ST006,2026-03-05,2026-03-21,2026-03-21,Received,588.73
PO004405,SUP07,ST007,2026-03-05,2026-04-13,2026-04-13,Received,648.32
PO004406,SUP02,ST015,2026-03-05,2026-04-02,2026-04-02,Partially received,1465.60
PO004407,SUP04,ST017,2026-03-05,2026-04-29,2026-04-29,Partially received,1891.44
PO004408,SUP07,ST001,2026-03-06,2026-04-14,2026-04-14,Partially received,2701.00
PO004409,SUP04,ST003,2026-03-06,2026-04-30,2026-04-30,Partially received,3317.34
PO004410,SUP03,ST004,2026-03-06,2026-03-22,2026-03-22,Received,2893.20
PO004411,SUP05,ST004,2026-03-06,2026-04-09,2026-04-13,Received,2487.12
PO004412,SUP06,ST011,2026-03-06,2026-04-23,2026-04-23,Received,664.56
PO004413,SUP03,ST012,2026-03-06,2026-03-22,2026-03-22,Partially received,636.30
PO004414,SUP05,ST015,2026-03-06,2026-04-09,2026-04-09,Partially received,1789.78
PO004415,SUP02,ST018,2026-03-06,2026-04-03,2026-04-03,Partially received,1045.22
PO004416,SUP01,ST002,2026-03-07,2026-04-18,2026-04-18,Received,1054.02
PO004417,SUP07,ST005,2026-03-07,2026-04-15,2026-04-15,Received,1269.00
PO004418,SUP06,ST007,2026-03-07,2026-04-24,2026-04-24,Received,884.15
PO004419,SUP03,ST008,2026-03-07,2026-03-23,2026-03-23,Received,926.84
PO004420,SUP03,ST010,2026-03-07,2026-03-23,2026-03-23,Partially received,1013.75
PO004421,SUP07,ST010,2026-03-07,2026-04-15,2026-04-15,Partially received,1619.67
PO004422,SUP02,ST011,2026-03-07,2026-04-04,2026-04-04,Received,1475.80
PO004423,SUP01,ST012,2026-03-07,2026-04-18,2026-04-18,Received,1171.71
PO004424,SUP07,ST013,2026-03-07,2026-04-15,2026-04-23,Partially received,1102.89
PO004425,SUP07,ST014,2026-03-07,2026-04-15,2026-04-22,Received,1085.99
PO004426,SUP06,ST017,2026-03-07,2026-04-24,2026-04-24,Partially received,685.21
PO004427,SUP03,ST018,2026-03-07,2026-03-23,2026-03-23,Received,1095.48
PO004428,SUP05,ST900,2026-03-07,2026-04-10,2026-04-10,Partially received,1797.93
PO004429,SUP05,ST009,2026-03-08,2026-04-11,2026-04-11,Partially received,776.58
PO004430,SUP07,ST009,2026-03-08,2026-04-16,2026-04-16,Received,520.04
PO004431,SUP07,ST011,2026-03-08,2026-04-16,2026-04-16,Partially received,1872.79
PO004432,SUP06,ST001,2026-03-09,2026-04-26,2026-04-26,Partially received,1839.03
PO004433,SUP06,ST006,2026-03-09,2026-04-26,2026-04-26,Partially received,1953.67
PO004434,SUP05,ST007,2026-03-09,2026-04-12,2026-04-12,Partially received,1542.37
PO004435,SUP03,ST009,2026-03-09,2026-03-25,2026-03-25,Received,412.64
PO004436,SUP04,ST009,2026-03-09,2026-05-03,2026-05-03,Partially received,2055.79
PO004437,SUP05,ST010,2026-03-09,2026-04-12,2026-04-12,Received,1917.24
PO004438,SUP01,ST013,2026-03-09,2026-04-20,2026-04-20,Partially received,2196.05
PO004439,SUP02,ST017,2026-03-09,2026-04-06,2026-04-06,Partially received,1421.00
PO004440,SUP07,ST002,2026-03-10,2026-04-18,2026-04-18,Received,964.54
PO004441,SUP07,ST003,2026-03-10,2026-04-18,2026-04-21,Partially received,1129.88
PO004442,SUP01,ST005,2026-03-10,2026-04-21,2026-04-21,Received,1562.81
PO004443,SUP04,ST007,2026-03-10,2026-05-04,2026-05-04,Partially received,2047.91
PO004444,SUP02,ST009,2026-03-10,2026-04-07,2026-04-07,Partially received,327.86
PO004445,SUP04,ST012,2026-03-10,2026-05-04,2026-05-15,Partially received,3075.93
PO004446,SUP01,ST014,2026-03-10,2026-04-21,2026-04-21,Received,926.82
PO004447,SUP06,ST014,2026-03-10,2026-04-27,2026-04-27,Received,439.27
PO004448,SUP07,ST015,2026-03-10,2026-04-18,2026-04-18,Partially received,1887.06
PO004449,SUP02,ST002,2026-03-11,2026-04-08,2026-04-08,Received,892.97
PO004450,SUP03,ST002,2026-03-11,2026-03-27,2026-03-27,Received,707.36
PO004451,SUP06,ST004,2026-03-11,2026-04-28,2026-05-05,Received,1204.44
PO004452,SUP03,ST005,2026-03-11,2026-03-27,2026-03-27,Received,841.94
PO004453,SUP01,ST006,2026-03-11,2026-04-22,2026-04-22,Received,1659.13
PO004454,SUP04,ST008,2026-03-11,2026-05-05,2026-05-05,Partially received,3654.83
PO004455,SUP04,ST010,2026-03-11,2026-05-05,2026-05-15,Partially received,2119.33
PO004456,SUP01,ST011,2026-03-11,2026-04-22,2026-04-22,Partially received,1614.08
PO004457,SUP04,ST011,2026-03-11,2026-05-05,2026-05-13,Partially received,5103.46
PO004458,SUP02,ST014,2026-03-11,2026-04-08,2026-04-08,Received,754.91
PO004459,SUP06,ST015,2026-03-11,2026-04-28,2026-05-03,Partially received,1545.12
PO004460,SUP03,ST016,2026-03-11,2026-03-27,2026-03-27,Received,900.73
PO004461,SUP04,ST018,2026-03-11,2026-05-05,2026-05-17,Partially received,747.32
PO004462,SUP06,ST900,2026-03-11,2026-04-28,2026-04-28,Partially received,2682.05
PO004463,SUP01,ST001,2026-03-12,2026-04-23,2026-04-23,Partially received,1738.87
PO004464,SUP02,ST003,2026-03-12,2026-04-09,2026-04-09,Received,484.57
PO004465,SUP03,ST003,2026-03-12,2026-03-28,2026-03-28,Received,1542.82
PO004466,SUP01,ST004,2026-03-12,2026-04-23,2026-04-27,Received,998.45
PO004467,SUP04,ST004,2026-03-12,2026-05-06,2026-05-06,Partially received,3643.32
PO004468,SUP05,ST005,2026-03-12,2026-04-15,2026-04-15,Partially received,1552.71
PO004469,SUP02,ST010,2026-03-12,2026-04-09,2026-04-09,Received,813.39
PO004470,SUP05,ST013,2026-03-12,2026-04-15,2026-04-15,Received,1256.00
PO004471,SUP05,ST014,2026-03-12,2026-04-15,2026-04-15,Partially received,1619.45
PO004472,SUP06,ST018,2026-03-12,2026-04-29,2026-04-29,Received,581.96
PO004473,SUP02,ST001,2026-03-13,2026-04-10,2026-04-10,Received,1709.49
PO004474,SUP05,ST002,2026-03-13,2026-04-16,2026-04-16,Received,1484.18
PO004475,SUP07,ST004,2026-03-13,2026-04-21,2026-04-21,Partially received,1801.52
PO004476,SUP05,ST006,2026-03-13,2026-04-16,2026-04-16,Partially received,1005.13
PO004477,SUP01,ST008,2026-03-13,2026-04-24,2026-04-24,Partially received,660.60
PO004478,SUP07,ST008,2026-03-13,2026-04-21,2026-04-21,Partially received,1249.69
PO004479,SUP01,ST010,2026-03-13,2026-04-24,2026-04-24,Received,1068.30
PO004480,SUP02,ST012,2026-03-13,2026-04-10,2026-04-10,Received,1398.55
PO004481,SUP03,ST013,2026-03-13,2026-03-29,2026-03-29,Partially received,1186.61
PO004482,SUP04,ST014,2026-03-13,2026-05-07,2026-05-07,Partially received,886.79
PO004483,SUP01,ST015,2026-03-13,2026-04-24,2026-04-24,Partially received,2098.96
PO004484,SUP03,ST015,2026-03-13,2026-03-29,2026-03-29,Received,1161.00
PO004485,SUP07,ST016,2026-03-13,2026-04-21,2026-04-29,Partially received,1238.27
PO004486,SUP05,ST017,2026-03-13,2026-04-16,2026-04-16,Partially received,971.97
PO004487,SUP07,ST018,2026-03-13,2026-04-21,2026-04-21,Partially received,793.66
PO004488,SUP04,ST900,2026-03-13,2026-05-07,2026-05-27,Partially received,3742.43
PO004489,SUP05,ST001,2026-03-14,2026-04-17,2026-04-17,Received,2337.80
PO004490,SUP06,ST002,2026-03-14,2026-05-01,2026-05-08,Partially received,1097.43
PO004491,SUP07,ST006,2026-03-14,2026-04-22,2026-04-22,Received,742.24
PO004492,SUP02,ST007,2026-03-14,2026-04-11,2026-04-11,Received,1563.93
PO004493,SUP06,ST008,2026-03-14,2026-05-01,2026-05-01,Partially received,1397.80
PO004494,SUP03,ST014,2026-03-14,2026-03-30,2026-03-30,Received,991.50
PO004495,SUP01,ST900,2026-03-14,2026-04-25,2026-04-25,Received,2329.12
PO004496,SUP01,ST003,2026-03-15,2026-04-26,2026-04-26,Partially received,321.69
PO004497,SUP06,ST010,2026-03-15,2026-05-02,2026-05-02,Received,538.61
PO004498,SUP06,ST012,2026-03-15,2026-05-02,2026-05-02,Partially received,376.75
PO004499,SUP04,ST013,2026-03-15,2026-05-09,2026-05-20,Partially received,1166.04
PO004500,SUP06,ST013,2026-03-15,2026-05-02,2026-05-02,Received,363.17
PO004501,SUP02,ST016,2026-03-15,2026-04-12,2026-04-12,Received,328.89
PO004502,SUP05,ST016,2026-03-15,2026-04-18,2026-04-18,Received,199.89
PO004503,SUP02,ST900,2026-03-15,2026-04-12,2026-04-12,Partially received,1964.47
PO004504,SUP04,ST001,2026-03-16,2026-05-10,2026-05-10,Partially received,1938.48
PO004505,SUP02,ST004,2026-03-16,2026-04-13,2026-04-15,Received,582.86
PO004506,SUP02,ST005,2026-03-16,2026-04-13,2026-04-13,Received,443.62
PO004507,SUP02,ST006,2026-03-16,2026-04-13,2026-04-13,Received,546.50
PO004508,SUP05,ST008,2026-03-16,2026-04-19,2026-04-19,Received,765.86
PO004509,SUP03,ST011,2026-03-16,2026-04-01,2026-04-01,Received,1393.92
PO004510,SUP06,ST016,2026-03-16,2026-05-03,2026-05-03,Received,251.05
PO004511,SUP03,ST017,2026-03-16,2026-04-01,2026-04-01,Received,426.24
PO004512,SUP03,ST900,2026-03-16,2026-04-01,2026-04-01,Received,3021.34
PO004513,SUP07,ST900,2026-03-16,2026-04-24,2026-04-24,Received,2100.00
PO004514,SUP04,ST002,2026-03-17,2026-05-11,2026-05-30,Partially received,1656.54
PO004515,SUP06,ST003,2026-03-17,2026-05-04,2026-05-10,Received,368.28
PO004516,SUP06,ST005,2026-03-17,2026-05-04,2026-05-04,Partially received,856.96
PO004517,SUP01,ST009,2026-03-17,2026-04-28,2026-04-28,Received,347.75
PO004518,SUP05,ST012,2026-03-17,2026-04-20,2026-04-20,Received,584.87
PO004519,SUP04,ST015,2026-03-17,2026-05-11,2026-05-26,Partially received,2406.49
PO004520,SUP04,ST016,2026-03-17,2026-05-11,2026-05-31,Partially received,359.21
PO004521,SUP01,ST017,2026-03-17,2026-04-28,2026-04-28,Received,957.19
PO004522,SUP07,ST017,2026-03-17,2026-04-25,2026-04-25,Received,479.93
PO004523,SUP01,ST018,2026-03-17,2026-04-28,2026-04-28,Received,1057.95
PO004524,SUP03,ST001,2026-03-18,2026-04-03,2026-04-03,Received,2557.56
PO004525,SUP05,ST003,2026-03-18,2026-04-21,2026-04-21,Received,107.72
PO004526,SUP04,ST005,2026-03-18,2026-05-12,2026-05-12,Partially received,1376.71
PO004527,SUP04,ST006,2026-03-18,2026-05-12,2026-05-28,Partially received,2492.57
PO004528,SUP01,ST007,2026-03-18,2026-04-29,2026-04-29,Received,506.77
PO004529,SUP03,ST007,2026-03-18,2026-04-03,2026-04-03,Partially received,686.29
PO004530,SUP02,ST008,2026-03-18,2026-04-15,2026-04-15,Received,331.24
PO004531,SUP06,ST009,2026-03-18,2026-05-05,2026-05-15,Received,560.81
PO004532,SUP05,ST011,2026-03-18,2026-04-21,2026-04-21,Received,1107.55
PO004533,SUP07,ST012,2026-03-18,2026-04-26,2026-04-26,Received,1110.51
PO004534,SUP02,ST013,2026-03-18,2026-04-15,2026-04-15,Received,455.04
PO004535,SUP01,ST016,2026-03-18,2026-04-29,2026-04-29,Received,596.37
PO004536,SUP05,ST018,2026-03-18,2026-04-21,2026-04-21,Received,985.68
PO004537,SUP03,ST006,2026-03-19,2026-04-04,2026-04-04,Received,1539.40
PO004538,SUP07,ST007,2026-03-19,2026-04-27,2026-04-27,Received,966.27
PO004539,SUP02,ST015,2026-03-19,2026-04-16,2026-04-16,Partially received,1009.70
PO004540,SUP04,ST017,2026-03-19,2026-05-13,2026-05-31,Received,632.68
PO004541,SUP07,ST001,2026-03-20,2026-04-28,2026-04-28,Received,1353.24
PO004542,SUP04,ST003,2026-03-20,2026-05-14,2026-05-14,Partially received,1495.86
PO004543,SUP03,ST004,2026-03-20,2026-04-05,2026-04-05,Received,431.62
PO004544,SUP05,ST004,2026-03-20,2026-04-23,2026-04-23,Partially received,970.13
PO004545,SUP06,ST011,2026-03-20,2026-05-07,2026-05-07,Partially received,935.79
PO004546,SUP03,ST012,2026-03-20,2026-04-05,2026-04-05,Received,793.92
PO004547,SUP05,ST015,2026-03-20,2026-04-23,2026-04-23,Received,1118.01
PO004548,SUP02,ST018,2026-03-20,2026-04-17,2026-04-17,Received,712.62
PO004549,SUP01,ST002,2026-03-21,2026-05-02,2026-05-02,Received,470.69
PO004550,SUP07,ST005,2026-03-21,2026-04-29,2026-04-29,Received,449.98
PO004551,SUP06,ST007,2026-03-21,2026-05-08,2026-05-08,Partially received,847.79
PO004552,SUP03,ST008,2026-03-21,2026-04-06,2026-04-06,Received,730.57
PO004553,SUP03,ST010,2026-03-21,2026-04-06,2026-04-06,Received,1232.13
PO004554,SUP07,ST010,2026-03-21,2026-04-29,2026-04-29,Received,772.16
PO004555,SUP02,ST011,2026-03-21,2026-04-18,2026-04-18,Received,264.74
PO004556,SUP01,ST012,2026-03-21,2026-05-02,2026-05-02,Received,471.82
PO004557,SUP07,ST013,2026-03-21,2026-04-29,2026-04-29,Received,370.99
PO004558,SUP07,ST014,2026-03-21,2026-04-29,2026-04-29,Received,354.03
PO004559,SUP06,ST017,2026-03-21,2026-05-08,2026-05-08,Received,684.71
PO004560,SUP03,ST018,2026-03-21,2026-04-06,2026-04-06,Received,1010.04
PO004561,SUP05,ST900,2026-03-21,2026-04-24,2026-04-24,Partially received,2646.99
PO004562,SUP05,ST009,2026-03-22,2026-04-25,2026-04-25,Received,749.24
PO004563,SUP07,ST009,2026-03-22,2026-04-30,2026-04-30,Partially received,862.85
PO004564,SUP07,ST011,2026-03-22,2026-04-30,2026-04-30,Received,1581.74
PO004565,SUP06,ST001,2026-03-23,2026-05-10,2026-05-18,Received,1327.67
PO004566,SUP06,ST006,2026-03-23,2026-05-10,2026-05-10,Partially received,1314.64
PO004567,SUP05,ST007,2026-03-23,2026-04-26,2026-04-26,Received,444.50
PO004568,SUP03,ST009,2026-03-23,2026-04-08,2026-04-08,Partially received,544.85
PO004569,SUP04,ST009,2026-03-23,2026-05-17,2026-05-17,Partially received,1189.15
PO004570,SUP05,ST010,2026-03-23,2026-04-26,2026-04-26,Received,556.91
PO004571,SUP01,ST013,2026-03-23,2026-05-04,2026-05-04,Received,368.67
PO004572,SUP02,ST017,2026-03-23,2026-04-20,2026-04-20,Received,197.40
PO004573,SUP07,ST002,2026-03-24,2026-05-02,2026-05-02,Received,1139.44
PO004574,SUP07,ST003,2026-03-24,2026-05-02,2026-05-02,Partially received,811.22
PO004575,SUP01,ST005,2026-03-24,2026-05-05,2026-05-05,Partially received,1068.34
PO004576,SUP04,ST007,2026-03-24,2026-05-18,2026-05-31,Partially received,1586.99
PO004577,SUP04,ST012,2026-03-24,2026-05-18,2026-05-18,Partially received,1732.31
PO004578,SUP01,ST014,2026-03-24,2026-05-05,2026-05-05,Partially received,1856.00
PO004579,SUP06,ST014,2026-03-24,2026-05-11,2026-05-11,Received,311.98
PO004580,SUP07,ST015,2026-03-24,2026-05-02,2026-05-02,Partially received,1672.34
PO004581,SUP02,ST002,2026-03-25,2026-04-22,2026-04-22,Received,919.12
PO004582,SUP03,ST002,2026-03-25,2026-04-10,2026-04-10,Received,365.39
PO004583,SUP06,ST004,2026-03-25,2026-05-12,2026-05-12,Partially received,963.36
PO004584,SUP03,ST005,2026-03-25,2026-04-10,2026-04-10,Received,772.34
PO004585,SUP01,ST006,2026-03-25,2026-05-06,2026-05-14,Partially received,1277.45
PO004586,SUP04,ST008,2026-03-25,2026-05-19,2026-05-27,Partially received,1566.26
PO004587,SUP04,ST010,2026-03-25,2026-05-19,2026-06-04,Partially received,1288.10
PO004588,SUP01,ST011,2026-03-25,2026-05-06,2026-05-06,Received,968.21
PO004589,SUP04,ST011,2026-03-25,2026-05-19,2026-06-01,Partially received,3984.80
PO004590,SUP02,ST014,2026-03-25,2026-04-22,2026-04-22,Received,221.84
PO004591,SUP06,ST015,2026-03-25,2026-05-12,2026-05-12,Partially received,586.67
PO004592,SUP03,ST016,2026-03-25,2026-04-10,2026-04-10,Received,1552.73
PO004593,SUP04,ST018,2026-03-25,2026-05-19,2026-06-01,Partially received,2064.20
PO004594,SUP06,ST900,2026-03-25,2026-05-12,2026-05-12,Received,2097.62
PO004595,SUP01,ST001,2026-03-26,2026-05-07,2026-05-07,Received,1008.57
PO004596,SUP02,ST003,2026-03-26,2026-04-23,2026-04-23,Received,579.72
PO004597,SUP03,ST003,2026-03-26,2026-04-11,2026-04-11,Received,707.19
PO004598,SUP01,ST004,2026-03-26,2026-05-07,2026-05-07,Partially received,1713.19
PO004599,SUP04,ST004,2026-03-26,2026-05-20,2026-06-03,Partially received,1680.16
PO004600,SUP05,ST005,2026-03-26,2026-04-29,2026-05-04,Received,1002.60
PO004601,SUP02,ST010,2026-03-26,2026-04-23,2026-04-23,Received,771.02
PO004602,SUP05,ST013,2026-03-26,2026-04-29,2026-04-29,Received,777.19
PO004603,SUP05,ST014,2026-03-26,2026-04-29,2026-04-29,Received,374.53
PO004604,SUP06,ST018,2026-03-26,2026-05-13,2026-05-13,Received,978.88
PO004605,SUP02,ST001,2026-03-27,2026-04-24,2026-04-24,Received,1010.10
PO004606,SUP05,ST002,2026-03-27,2026-04-30,2026-04-30,Received,237.08
PO004607,SUP07,ST004,2026-03-27,2026-05-05,2026-05-09,Received,999.64
PO004608,SUP05,ST006,2026-03-27,2026-04-30,2026-04-30,Received,536.76
PO004609,SUP01,ST008,2026-03-27,2026-05-08,2026-05-08,Received,800.75
PO004610,SUP07,ST008,2026-03-27,2026-05-05,2026-05-05,Received,307.83
PO004611,SUP01,ST010,2026-03-27,2026-05-08,2026-05-08,Received,740.74
PO004612,SUP02,ST012,2026-03-27,2026-04-24,2026-04-24,Received,734.40
PO004613,SUP03,ST013,2026-03-27,2026-04-12,2026-04-13,Partially received,504.97
PO004614,SUP04,ST014,2026-03-27,2026-05-21,2026-05-21,Partially received,2330.91
PO004615,SUP01,ST015,2026-03-27,2026-05-08,2026-05-08,Partially received,680.41
PO004616,SUP03,ST015,2026-03-27,2026-04-12,2026-04-12,Received,811.56
PO004617,SUP07,ST016,2026-03-27,2026-05-05,2026-05-05,Received,647.48
PO004618,SUP05,ST017,2026-03-27,2026-04-30,2026-04-30,Received,615.75
PO004619,SUP07,ST018,2026-03-27,2026-05-05,2026-05-05,Partially received,1203.15
PO004620,SUP04,ST900,2026-03-27,2026-05-21,2026-05-31,Partially received,3725.92
PO004621,SUP05,ST001,2026-03-28,2026-05-01,2026-05-01,Received,1888.03
PO004622,SUP06,ST002,2026-03-28,2026-05-15,2026-05-15,Received,771.66
PO004623,SUP07,ST006,2026-03-28,2026-05-06,2026-05-06,Received,767.48
PO004624,SUP02,ST007,2026-03-28,2026-04-25,2026-04-29,Received,307.95
PO004625,SUP06,ST008,2026-03-28,2026-05-15,2026-05-15,Partially received,849.44
PO004626,SUP03,ST014,2026-03-28,2026-04-13,2026-04-13,Received,1361.75
PO004627,SUP01,ST900,2026-03-28,2026-05-09,2026-05-09,Partially received,2857.53
PO004628,SUP01,ST003,2026-03-29,2026-05-10,2026-05-10,Received,447.68
PO004629,SUP06,ST010,2026-03-29,2026-05-16,2026-05-25,Received,511.87
PO004630,SUP06,ST012,2026-03-29,2026-05-16,2026-05-16,Partially received,766.42
PO004631,SUP04,ST013,2026-03-29,2026-05-23,2026-05-23,Partially received,1448.94
PO004632,SUP06,ST013,2026-03-29,2026-05-16,2026-05-16,Received,218.02
PO004633,SUP02,ST016,2026-03-29,2026-04-26,2026-04-26,Received,699.60
PO004634,SUP05,ST016,2026-03-29,2026-05-02,2026-05-05,Received,366.96
PO004635,SUP02,ST900,2026-03-29,2026-04-26,2026-04-26,Received,1061.15
PO004636,SUP04,ST001,2026-03-30,2026-05-24,2026-06-12,Partially received,4365.55
PO004637,SUP02,ST004,2026-03-30,2026-04-27,2026-04-27,Partially received,366.66
PO004638,SUP02,ST005,2026-03-30,2026-04-27,2026-04-27,Received,619.45
PO004639,SUP02,ST006,2026-03-30,2026-04-27,2026-04-27,Received,537.09
PO004640,SUP05,ST008,2026-03-30,2026-05-03,2026-05-03,Received,695.15
PO004641,SUP03,ST011,2026-03-30,2026-04-15,2026-04-15,Received,2994.15
PO004642,SUP06,ST016,2026-03-30,2026-05-17,2026-05-25,Received,770.50
PO004643,SUP03,ST017,2026-03-30,2026-04-15,2026-04-15,Received,799.63
PO004644,SUP03,ST900,2026-03-30,2026-04-15,2026-04-15,Received,2859.05
PO004645,SUP07,ST900,2026-03-30,2026-05-08,2026-05-08,Received,2134.67
PO004646,SUP04,ST002,2026-03-31,2026-05-25,2026-05-25,Partially received,2029.86
PO004647,SUP06,ST003,2026-03-31,2026-05-18,2026-05-18,Received,809.09
PO004648,SUP06,ST005,2026-03-31,2026-05-18,2026-05-18,Received,161.72
PO004649,SUP01,ST009,2026-03-31,2026-05-12,2026-05-12,Received,394.97
PO004650,SUP05,ST012,2026-03-31,2026-05-04,2026-05-04,Received,1128.25
PO004651,SUP04,ST015,2026-03-31,2026-05-25,2026-06-12,Partially received,1361.91
PO004652,SUP04,ST016,2026-03-31,2026-05-25,2026-05-25,Partially received,1470.02
PO004653,SUP01,ST017,2026-03-31,2026-05-12,2026-05-12,Received,416.02
PO004654,SUP07,ST017,2026-03-31,2026-05-09,2026-05-09,Received,864.70
PO004655,SUP01,ST018,2026-03-31,2026-05-12,2026-05-12,Received,994.44
PO004656,SUP03,ST001,2026-04-01,2026-04-17,2026-04-17,Received,2199.67
PO004657,SUP05,ST003,2026-04-01,2026-05-05,2026-05-05,Received,999.13
PO004658,SUP04,ST005,2026-04-01,2026-05-26,2026-05-26,Partially received,1110.97
PO004659,SUP04,ST006,2026-04-01,2026-05-26,2026-06-10,Partially received,3407.78
PO004660,SUP01,ST007,2026-04-01,2026-05-13,2026-05-13,Received,622.47
PO004661,SUP03,ST007,2026-04-01,2026-04-17,2026-04-17,Received,1507.93
PO004662,SUP02,ST008,2026-04-01,2026-04-29,2026-04-29,Partially received,628.69
PO004663,SUP06,ST009,2026-04-01,2026-05-19,2026-05-19,Received,1260.20
PO004664,SUP05,ST011,2026-04-01,2026-05-05,2026-05-05,Received,1905.53
PO004665,SUP07,ST012,2026-04-01,2026-05-10,2026-05-10,Partially received,1429.65
PO004666,SUP02,ST013,2026-04-01,2026-04-29,2026-04-29,Partially received,1345.08
PO004667,SUP01,ST016,2026-04-01,2026-05-13,2026-05-13,Received,933.03
PO004668,SUP05,ST018,2026-04-01,2026-05-05,2026-05-08,Partially received,1105.98
PO004669,SUP03,ST006,2026-04-02,2026-04-18,2026-04-18,Received,1087.91
PO004670,SUP07,ST007,2026-04-02,2026-05-11,2026-05-11,Received,1003.53
PO004671,SUP02,ST015,2026-04-02,2026-04-30,2026-04-30,Received,1333.17
PO004672,SUP04,ST017,2026-04-02,2026-05-27,2026-05-27,Partially received,3067.61
PO004673,SUP07,ST001,2026-04-03,2026-05-12,2026-05-12,Partially received,2976.67
PO004674,SUP04,ST003,2026-04-03,2026-05-28,2026-06-13,Partially received,932.12
PO004675,SUP03,ST004,2026-04-03,2026-04-19,2026-04-19,Partially received,1641.23
PO004676,SUP05,ST004,2026-04-03,2026-05-07,2026-05-07,Partially received,1192.77
PO004677,SUP06,ST011,2026-04-03,2026-05-21,2026-05-21,Partially received,2153.04
PO004678,SUP03,ST012,2026-04-03,2026-04-19,2026-04-19,Partially received,676.83
PO004679,SUP05,ST015,2026-04-03,2026-05-07,2026-05-13,Received,1493.92
PO004680,SUP02,ST018,2026-04-03,2026-05-01,2026-05-01,Received,1086.15
PO004681,SUP01,ST002,2026-04-04,2026-05-16,2026-05-16,Received,1153.25
PO004682,SUP07,ST005,2026-04-04,2026-05-13,2026-05-13,Received,1171.39
PO004683,SUP06,ST007,2026-04-04,2026-05-22,2026-05-22,Received,1469.21
PO004684,SUP03,ST008,2026-04-04,2026-04-20,2026-04-20,Partially received,757.37
PO004685,SUP03,ST010,2026-04-04,2026-04-20,2026-04-20,Partially received,857.42
PO004686,SUP07,ST010,2026-04-04,2026-05-13,2026-05-13,Received,1369.86
PO004687,SUP02,ST011,2026-04-04,2026-05-02,2026-05-02,Received,2407.91
PO004688,SUP01,ST012,2026-04-04,2026-05-16,2026-05-16,Received,881.24
PO004689,SUP07,ST013,2026-04-04,2026-05-13,2026-05-13,Received,1389.22
PO004690,SUP07,ST014,2026-04-04,2026-05-13,2026-05-13,Partially received,1057.68
PO004691,SUP06,ST017,2026-04-04,2026-05-22,2026-06-02,Received,1445.47
PO004692,SUP03,ST018,2026-04-04,2026-04-20,2026-04-20,Received,795.17
PO004693,SUP05,ST900,2026-04-04,2026-05-08,2026-05-08,Received,3266.29
PO004694,SUP05,ST009,2026-04-05,2026-05-09,2026-05-09,Received,761.63
PO004695,SUP07,ST009,2026-04-05,2026-05-14,2026-05-14,Partially received,1132.97
PO004696,SUP07,ST011,2026-04-05,2026-05-14,2026-05-17,Partially received,1127.31
PO004697,SUP06,ST001,2026-04-06,2026-05-24,2026-05-24,Partially received,2125.12
PO004698,SUP06,ST006,2026-04-06,2026-05-24,2026-06-02,Partially received,1507.10
PO004699,SUP05,ST007,2026-04-06,2026-05-10,2026-05-10,Received,1905.40
PO004700,SUP03,ST009,2026-04-06,2026-04-22,2026-04-22,Received,1824.80
PO004701,SUP04,ST009,2026-04-06,2026-05-31,2026-05-31,Partially received,3533.61
PO004702,SUP05,ST010,2026-04-06,2026-05-10,2026-05-14,Received,789.43
PO004703,SUP01,ST013,2026-04-06,2026-05-18,2026-05-18,Received,727.00
PO004704,SUP02,ST017,2026-04-06,2026-05-04,2026-05-04,Received,881.13
PO004705,SUP07,ST002,2026-04-07,2026-05-16,2026-05-16,Partially received,1549.67
PO004706,SUP07,ST003,2026-04-07,2026-05-16,2026-05-16,Partially received,902.91
PO004707,SUP01,ST005,2026-04-07,2026-05-19,2026-05-19,Received,1448.43
